url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),reviews_list,menu_item,listed_in(type),listed_in(city)
https://www.zomato.com/hyderabad/339,"Road 64, Gachibowli, Hyderabad",Gachibowli Restaurant 339,No,Yes,4.2/5,15652,+91 9961802693,Gachibowli,Quick Bites,Pizza,Chinese,400,"[('Rated 3.9','Good food and service')]",Paneer Butter Masala,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/340,"Road 17, Begumpet, Hyderabad",Begumpet Restaurant 340,Yes,No,3.3/5,5007,+91 9451075298,Begumpet,Fine Dining,Mutton Biryani,Fast Food,1000,"[('Rated 3.7','Good food and service')]",Pizza,Desserts,Hyderabad
https://www.zomato.com/hyderabad/341,"Road 6, Hitech City, Hyderabad",Hitech Restaurant 341,Yes,Yes,3.6/5,8654,+91 9548885897,Hitech City,Bakery,Haleem,"Bakery, Desserts",300,"[('Rated 4.1','Good food and service')]",Masala Dosa,Buffet,Hyderabad
https://www.zomato.com/hyderabad/342,"Road 38, Dilsukhnagar, Hyderabad",Dilsukhnagar Restaurant 342,Yes,Yes,3.5/5,17077,+91 9821377127,Dilsukhnagar,Fine Dining,Pizza,"Cafe, Beverages",1000,"[('Rated 4.0','Good food and service')]",Coffee,Buffet,Hyderabad
https://www.zomato.com/hyderabad/343,"Road 58, Begumpet, Hyderabad",Begumpet Restaurant 343,No,Yes,4.4/5,18455,+91 9511997368,Begumpet,Fine Dining,Haleem,Chinese,1200,"[('Rated 3.4','Good food and service')]",Mutton Biryani,Desserts,Hyderabad
https://www.zomato.com/hyderabad/344,"Road 10, Begumpet, Hyderabad",Begumpet Restaurant 344,Yes,Yes,3.5/5,9512,+91 9548175176,Begumpet,Cafe,Coffee,Chinese,1500,"[('Rated 5.0','Good food and service')]",Chicken Biryani,Cafes,Hyderabad
https://www.zomato.com/hyderabad/345,"Road 89, Dilsukhnagar, Hyderabad",Dilsukhnagar Restaurant 345,No,No,3.4/5,22595,+91 9075577277,Dilsukhnagar,Cafe,Chicken Biryani,"Bakery, Desserts",400,"[('Rated 4.2','Good food and service')]",Coffee,Buffet,Hyderabad
https://www.zomato.com/hyderabad/346,"Road 48, Miyapur, Hyderabad",Miyapur Restaurant 346,No,No,3.8/5,6571,+91 9221840957,Miyapur,Buffet,Paneer Butter Masala,Chinese,500,"[('Rated 4.2','Good food and service')]",Haleem,Desserts,Hyderabad
https://www.zomato.com/hyderabad/347,"Road 33, Jubilee Hills, Hyderabad",Jubilee Restaurant 347,No,Yes,4.5/5,14113,+91 9335170466,Jubilee Hills,Bakery,Chicken Biryani,Fast Food,400,"[('Rated 4.8','Good food and service')]",Haleem,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/348,"Road 92, Tolichowki, Hyderabad",Tolichowki Restaurant 348,No,No,4.7/5,22805,+91 9223353470,Tolichowki,Buffet,Haleem,South Indian,1500,"[('Rated 3.7','Good food and service')]",Burger,Delivery,Hyderabad
https://www.zomato.com/hyderabad/349,"Road 75, Jubilee Hills, Hyderabad",Jubilee Restaurant 349,Yes,Yes,3.6/5,21033,+91 9082521353,Jubilee Hills,Quick Bites,Paneer Butter Masala,Chinese,1500,"[('Rated 4.3','Good food and service')]",Chicken Biryani,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/350,"Road 44, Kondapur, Hyderabad",Kondapur Restaurant 350,No,No,4.6/5,2987,+91 9734873572,Kondapur,Buffet,Coffee,"Cafe, Beverages",1500,"[('Rated 4.9','Good food and service')]",Burger,Desserts,Hyderabad
https://www.zomato.com/hyderabad/351,"Road 79, LB Nagar, Hyderabad",LB Restaurant 351,Yes,No,3.6/5,9265,+91 9322608593,LB Nagar,Cafe,Burger,Chinese,800,"[('Rated 3.3','Good food and service')]",Paneer Butter Masala,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/352,"Road 4, Begumpet, Hyderabad",Begumpet Restaurant 352,No,Yes,4.4/5,15039,+91 9756401022,Begumpet,Fine Dining,Chicken Biryani,"Bakery, Desserts",300,"[('Rated 4.0','Good food and service')]",Pizza,Cafes,Hyderabad
https://www.zomato.com/hyderabad/353,"Road 78, LB Nagar, Hyderabad",LB Restaurant 353,No,No,4.6/5,8053,+91 9270084623,LB Nagar,Quick Bites,Masala Dosa,Fast Food,1200,"[('Rated 4.5','Good food and service')]",Coffee,Delivery,Hyderabad
https://www.zomato.com/hyderabad/354,"Road 51, Banjara Hills, Hyderabad",Banjara Restaurant 354,Yes,Yes,4.3/5,12222,+91 9857196327,Banjara Hills,Quick Bites,Mutton Biryani,Chinese,400,"[('Rated 4.9','Good food and service')]",Coffee,Cafes,Hyderabad
https://www.zomato.com/hyderabad/355,"Road 81, LB Nagar, Hyderabad",LB Restaurant 355,No,No,3.5/5,5909,+91 9050702838,LB Nagar,Buffet,Pizza,"Biryani, North Indian",800,"[('Rated 4.1','Good food and service')]",Mutton Biryani,Cafes,Hyderabad
https://www.zomato.com/hyderabad/356,"Road 42, Begumpet, Hyderabad",Begumpet Restaurant 356,No,No,3.8/5,4015,+91 9607142681,Begumpet,Bakery,Coffee,South Indian,1200,"[('Rated 3.9','Good food and service')]",Coffee,Buffet,Hyderabad
https://www.zomato.com/hyderabad/357,"Road 46, Kukatpally, Hyderabad",Kukatpally Restaurant 357,Yes,No,4.6/5,16559,+91 9105823941,Kukatpally,Buffet,Masala Dosa,Fast Food,1500,"[('Rated 3.3','Good food and service')]",Burger,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/358,"Road 69, Jubilee Hills, Hyderabad",Jubilee Restaurant 358,Yes,Yes,4.1/5,17932,+91 9470645658,Jubilee Hills,Cafe,Burger,"Mughlai, Biryani",1500,"[('Rated 4.3','Good food and service')]",Mutton Biryani,Buffet,Hyderabad
https://www.zomato.com/hyderabad/359,"Road 71, Miyapur, Hyderabad",Miyapur Restaurant 359,Yes,Yes,4.3/5,15977,+91 9724659113,Miyapur,Cafe,Masala Dosa,"Biryani, North Indian",500,"[('Rated 4.4','Good food and service')]",Haleem,Buffet,Hyderabad
https://www.zomato.com/hyderabad/360,"Road 43, Banjara Hills, Hyderabad",Banjara Restaurant 360,Yes,No,4.3/5,21207,+91 9631222644,Banjara Hills,Buffet,Chicken Biryani,"Bakery, Desserts",1200,"[('Rated 3.4','Good food and service')]",Masala Dosa,Desserts,Hyderabad
https://www.zomato.com/hyderabad/361,"Road 90, Secunderabad, Hyderabad",Secunderabad Restaurant 361,No,Yes,4.6/5,17614,+91 9663206140,Secunderabad,Quick Bites,Mutton Biryani,"Biryani, North Indian",600,"[('Rated 4.0','Good food and service')]",Chicken Biryani,Buffet,Hyderabad
https://www.zomato.com/hyderabad/362,"Road 67, Hitech City, Hyderabad",Hitech Restaurant 362,No,Yes,4.2/5,12688,+91 9265928499,Hitech City,Casual Dining,Chicken Biryani,South Indian,1000,"[('Rated 4.3','Good food and service')]",Pizza,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/363,"Road 96, Tolichowki, Hyderabad",Tolichowki Restaurant 363,No,Yes,4.9/5,21715,+91 9305376983,Tolichowki,Cafe,Chicken Biryani,"Bakery, Desserts",500,"[('Rated 4.9','Good food and service')]",Pizza,Delivery,Hyderabad
https://www.zomato.com/hyderabad/364,"Road 55, Begumpet, Hyderabad",Begumpet Restaurant 364,Yes,Yes,3.9/5,11673,+91 9057360123,Begumpet,Fine Dining,Mutton Biryani,"Biryani, North Indian",500,"[('Rated 3.3','Good food and service')]",Masala Dosa,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/365,"Road 75, Tolichowki, Hyderabad",Tolichowki Restaurant 365,No,Yes,4.6/5,8133,+91 9091822148,Tolichowki,Cafe,Pizza,Fast Food,600,"[('Rated 3.4','Good food and service')]",Burger,Delivery,Hyderabad
https://www.zomato.com/hyderabad/366,"Road 91, Secunderabad, Hyderabad",Secunderabad Restaurant 366,No,No,3.7/5,3457,+91 9609991657,Secunderabad,Buffet,Haleem,Fast Food,1200,"[('Rated 3.8','Good food and service')]",Haleem,Desserts,Hyderabad
https://www.zomato.com/hyderabad/367,"Road 2, Hitech City, Hyderabad",Hitech Restaurant 367,Yes,Yes,4.5/5,22417,+91 9500795114,Hitech City,Fine Dining,Mutton Biryani,"Mughlai, Biryani",1200,"[('Rated 4.4','Good food and service')]",Haleem,Cafes,Hyderabad
https://www.zomato.com/hyderabad/368,"Road 82, Jubilee Hills, Hyderabad",Jubilee Restaurant 368,No,Yes,4.0/5,19620,+91 9138770319,Jubilee Hills,Fine Dining,Coffee,"Biryani, North Indian",1000,"[('Rated 4.3','Good food and service')]",Burger,Desserts,Hyderabad
https://www.zomato.com/hyderabad/369,"Road 18, LB Nagar, Hyderabad",LB Restaurant 369,No,Yes,3.5/5,1937,+91 9183339754,LB Nagar,Cafe,Paneer Butter Masala,Chinese,1000,"[('Rated 4.6','Good food and service')]",Masala Dosa,Delivery,Hyderabad
https://www.zomato.com/hyderabad/370,"Road 19, Charminar, Hyderabad",Charminar Restaurant 370,No,No,3.6/5,22289,+91 9586871858,Charminar,Buffet,Chicken Biryani,"Biryani, North Indian",300,"[('Rated 3.5','Good food and service')]",Pizza,Delivery,Hyderabad
https://www.zomato.com/hyderabad/371,"Road 52, Jubilee Hills, Hyderabad",Jubilee Restaurant 371,No,No,4.3/5,18614,+91 9920495159,Jubilee Hills,Casual Dining,Haleem,"Cafe, Beverages",500,"[('Rated 3.9','Good food and service')]",Masala Dosa,Delivery,Hyderabad
https://www.zomato.com/hyderabad/372,"Road 98, Madhapur, Hyderabad",Madhapur Restaurant 372,No,Yes,3.4/5,13989,+91 9794260027,Madhapur,Buffet,Mutton Biryani,"Bakery, Desserts",1200,"[('Rated 3.2','Good food and service')]",Masala Dosa,Desserts,Hyderabad
https://www.zomato.com/hyderabad/373,"Road 4, Kukatpally, Hyderabad",Kukatpally Restaurant 373,Yes,Yes,3.7/5,15673,+91 9505407631,Kukatpally,Cafe,Pizza,Chinese,400,"[('Rated 5.0','Good food and service')]",Paneer Butter Masala,Desserts,Hyderabad
https://www.zomato.com/hyderabad/374,"Road 79, LB Nagar, Hyderabad",LB Restaurant 374,No,Yes,4.5/5,9843,+91 9678247334,LB Nagar,Cafe,Mutton Biryani,Fast Food,600,"[('Rated 3.1','Good food and service')]",Paneer Butter Masala,Delivery,Hyderabad
https://www.zomato.com/hyderabad/375,"Road 64, Banjara Hills, Hyderabad",Banjara Restaurant 375,No,No,3.8/5,21952,+91 9859074052,Banjara Hills,Bakery,Paneer Butter Masala,Fast Food,300,"[('Rated 3.2','Good food and service')]",Masala Dosa,Desserts,Hyderabad
https://www.zomato.com/hyderabad/376,"Road 5, Banjara Hills, Hyderabad",Banjara Restaurant 376,No,Yes,4.6/5,6565,+91 9906758212,Banjara Hills,Cafe,Coffee,South Indian,1200,"[('Rated 3.6','Good food and service')]",Paneer Butter Masala,Buffet,Hyderabad
https://www.zomato.com/hyderabad/377,"Road 62, Madhapur, Hyderabad",Madhapur Restaurant 377,No,No,4.8/5,12324,+91 9052962001,Madhapur,Casual Dining,Burger,South Indian,600,"[('Rated 4.9','Good food and service')]",Haleem,Desserts,Hyderabad
https://www.zomato.com/hyderabad/378,"Road 42, Miyapur, Hyderabad",Miyapur Restaurant 378,No,No,3.5/5,14179,+91 9639411493,Miyapur,Fine Dining,Masala Dosa,"Mughlai, Biryani",800,"[('Rated 3.7','Good food and service')]",Burger,Delivery,Hyderabad
https://www.zomato.com/hyderabad/379,"Road 87, Madhapur, Hyderabad",Madhapur Restaurant 379,Yes,Yes,4.1/5,2104,+91 9874377727,Madhapur,Casual Dining,Burger,"Mughlai, Biryani",600,"[('Rated 4.1','Good food and service')]",Masala Dosa,Cafes,Hyderabad
https://www.zomato.com/hyderabad/380,"Road 98, Dilsukhnagar, Hyderabad",Dilsukhnagar Restaurant 380,No,No,3.9/5,24351,+91 9939734635,Dilsukhnagar,Cafe,Coffee,Chinese,1500,"[('Rated 4.8','Good food and service')]",Coffee,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/381,"Road 24, Ameerpet, Hyderabad",Ameerpet Restaurant 381,No,No,4.0/5,7948,+91 9253714657,Ameerpet,Cafe,Coffee,Fast Food,1200,"[('Rated 4.3','Good food and service')]",Masala Dosa,Delivery,Hyderabad
https://www.zomato.com/hyderabad/382,"Road 24, Madhapur, Hyderabad",Madhapur Restaurant 382,No,No,4.6/5,15228,+91 9724082489,Madhapur,Fine Dining,Pizza,"Cafe, Beverages",800,"[('Rated 4.0','Good food and service')]",Haleem,Cafes,Hyderabad
https://www.zomato.com/hyderabad/383,"Road 92, Ameerpet, Hyderabad",Ameerpet Restaurant 383,Yes,Yes,4.8/5,17326,+91 9574674301,Ameerpet,Cafe,Coffee,"Mughlai, Biryani",1500,"[('Rated 4.7','Good food and service')]",Coffee,Buffet,Hyderabad
https://www.zomato.com/hyderabad/384,"Road 26, LB Nagar, Hyderabad",LB Restaurant 384,Yes,No,3.4/5,6048,+91 9331078162,LB Nagar,Fine Dining,Paneer Butter Masala,Chinese,300,"[('Rated 3.7','Good food and service')]",Burger,Buffet,Hyderabad
https://www.zomato.com/hyderabad/385,"Road 2, Banjara Hills, Hyderabad",Banjara Restaurant 385,Yes,No,4.8/5,8952,+91 9984034727,Banjara Hills,Bakery,Paneer Butter Masala,Chinese,600,"[('Rated 4.5','Good food and service')]",Chicken Biryani,Buffet,Hyderabad
https://www.zomato.com/hyderabad/386,"Road 9, Secunderabad, Hyderabad",Secunderabad Restaurant 386,Yes,No,3.4/5,6127,+91 9852447757,Secunderabad,Casual Dining,Masala Dosa,"Biryani, North Indian",400,"[('Rated 3.0','Good food and service')]",Mutton Biryani,Buffet,Hyderabad
https://www.zomato.com/hyderabad/387,"Road 88, Kukatpally, Hyderabad",Kukatpally Restaurant 387,Yes,Yes,4.1/5,21198,+91 9375129298,Kukatpally,Cafe,Haleem,"Mughlai, Biryani",500,"[('Rated 4.9','Good food and service')]",Pizza,Buffet,Hyderabad
https://www.zomato.com/hyderabad/388,"Road 64, LB Nagar, Hyderabad",LB Restaurant 388,No,Yes,3.5/5,3342,+91 9049410182,LB Nagar,Quick Bites,Pizza,"Mughlai, Biryani",1200,"[('Rated 3.7','Good food and service')]",Burger,Cafes,Hyderabad
https://www.zomato.com/hyderabad/389,"Road 78, Banjara Hills, Hyderabad",Banjara Restaurant 389,No,Yes,3.8/5,11270,+91 9230939716,Banjara Hills,Bakery,Chicken Biryani,"Biryani, North Indian",400,"[('Rated 4.4','Good food and service')]",Masala Dosa,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/390,"Road 73, Hitech City, Hyderabad",Hitech Restaurant 390,Yes,Yes,4.1/5,4323,+91 9117181007,Hitech City,Quick Bites,Chicken Biryani,"Biryani, North Indian",400,"[('Rated 4.1','Good food and service')]",Chicken Biryani,Desserts,Hyderabad
https://www.zomato.com/hyderabad/391,"Road 92, Gachibowli, Hyderabad",Gachibowli Restaurant 391,No,Yes,4.3/5,395,+91 9284311801,Gachibowli,Bakery,Paneer Butter Masala,"Biryani, North Indian",1200,"[('Rated 3.1','Good food and service')]",Pizza,Buffet,Hyderabad
https://www.zomato.com/hyderabad/392,"Road 56, LB Nagar, Hyderabad",LB Restaurant 392,No,No,4.4/5,24920,+91 9231736491,LB Nagar,Quick Bites,Mutton Biryani,Chinese,800,"[('Rated 3.6','Good food and service')]",Masala Dosa,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/393,"Road 58, Banjara Hills, Hyderabad",Banjara Restaurant 393,No,Yes,3.9/5,7405,+91 9478380514,Banjara Hills,Bakery,Coffee,Fast Food,400,"[('Rated 3.7','Good food and service')]",Masala Dosa,Delivery,Hyderabad
https://www.zomato.com/hyderabad/394,"Road 9, Kukatpally, Hyderabad",Kukatpally Restaurant 394,No,Yes,3.3/5,4367,+91 9366833144,Kukatpally,Bakery,Mutton Biryani,South Indian,800,"[('Rated 3.8','Good food and service')]",Burger,Cafes,Hyderabad
https://www.zomato.com/hyderabad/395,"Road 62, Ameerpet, Hyderabad",Ameerpet Restaurant 395,No,No,4.4/5,4499,+91 9863408132,Ameerpet,Fine Dining,Paneer Butter Masala,Chinese,500,"[('Rated 4.0','Good food and service')]",Haleem,Desserts,Hyderabad
https://www.zomato.com/hyderabad/396,"Road 52, Secunderabad, Hyderabad",Secunderabad Restaurant 396,No,No,4.4/5,8023,+91 9037349683,Secunderabad,Cafe,Mutton Biryani,Chinese,600,"[('Rated 3.7','Good food and service')]",Coffee,Desserts,Hyderabad
https://www.zomato.com/hyderabad/397,"Road 60, Gachibowli, Hyderabad",Gachibowli Restaurant 397,Yes,No,3.6/5,1993,+91 9336430498,Gachibowli,Fine Dining,Haleem,Chinese,600,"[('Rated 3.6','Good food and service')]",Mutton Biryani,Delivery,Hyderabad
https://www.zomato.com/hyderabad/398,"Road 63, Banjara Hills, Hyderabad",Banjara Restaurant 398,Yes,No,4.1/5,15200,+91 9479098788,Banjara Hills,Casual Dining,Burger,Chinese,500,"[('Rated 3.6','Good food and service')]",Coffee,Buffet,Hyderabad
https://www.zomato.com/hyderabad/399,"Road 44, Gachibowli, Hyderabad",Gachibowli Restaurant 399,Yes,Yes,4.4/5,6861,+91 9321092928,Gachibowli,Fine Dining,Burger,South Indian,1200,"[('Rated 4.9','Good food and service')]",Chicken Biryani,Delivery,Hyderabad
https://www.zomato.com/hyderabad/400,"Road 84, Charminar, Hyderabad",Charminar Restaurant 400,Yes,No,3.3/5,16112,+91 9667600304,Charminar,Bakery,Burger,"Bakery, Desserts",500,"[('Rated 4.1','Good food and service')]",Burger,Desserts,Hyderabad
https://www.zomato.com/hyderabad/401,"Road 52, Tolichowki, Hyderabad",Tolichowki Restaurant 401,No,Yes,4.5/5,16918,+91 9645312924,Tolichowki,Casual Dining,Haleem,Chinese,1500,"[('Rated 3.1','Good food and service')]",Masala Dosa,Cafes,Hyderabad
https://www.zomato.com/hyderabad/402,"Road 68, Gachibowli, Hyderabad",Gachibowli Restaurant 402,Yes,Yes,4.6/5,20049,+91 9114222086,Gachibowli,Quick Bites,Pizza,"Cafe, Beverages",300,"[('Rated 4.4','Good food and service')]",Haleem,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/403,"Road 35, Jubilee Hills, Hyderabad",Jubilee Restaurant 403,Yes,Yes,3.2/5,24527,+91 9242926264,Jubilee Hills,Bakery,Coffee,"Biryani, North Indian",400,"[('Rated 5.0','Good food and service')]",Paneer Butter Masala,Buffet,Hyderabad
https://www.zomato.com/hyderabad/404,"Road 37, Banjara Hills, Hyderabad",Banjara Restaurant 404,Yes,Yes,3.3/5,571,+91 9132356986,Banjara Hills,Quick Bites,Paneer Butter Masala,South Indian,1000,"[('Rated 3.5','Good food and service')]",Paneer Butter Masala,Cafes,Hyderabad
https://www.zomato.com/hyderabad/405,"Road 5, Charminar, Hyderabad",Charminar Restaurant 405,No,Yes,3.3/5,23454,+91 9372664332,Charminar,Bakery,Haleem,South Indian,500,"[('Rated 3.8','Good food and service')]",Burger,Desserts,Hyderabad
https://www.zomato.com/hyderabad/406,"Road 14, Jubilee Hills, Hyderabad",Jubilee Restaurant 406,Yes,No,3.4/5,7084,+91 9526165211,Jubilee Hills,Buffet,Chicken Biryani,Chinese,600,"[('Rated 3.3','Good food and service')]",Haleem,Desserts,Hyderabad
https://www.zomato.com/hyderabad/407,"Road 36, Gachibowli, Hyderabad",Gachibowli Restaurant 407,Yes,No,4.8/5,11173,+91 9016788448,Gachibowli,Fine Dining,Burger,"Biryani, North Indian",1000,"[('Rated 4.3','Good food and service')]",Haleem,Delivery,Hyderabad
https://www.zomato.com/hyderabad/408,"Road 61, Tolichowki, Hyderabad",Tolichowki Restaurant 408,Yes,Yes,4.1/5,8750,+91 9256073174,Tolichowki,Quick Bites,Masala Dosa,"Mughlai, Biryani",600,"[('Rated 3.9','Good food and service')]",Chicken Biryani,Delivery,Hyderabad
https://www.zomato.com/hyderabad/409,"Road 87, Begumpet, Hyderabad",Begumpet Restaurant 409,No,No,4.7/5,7640,+91 9185794831,Begumpet,Cafe,Masala Dosa,Fast Food,300,"[('Rated 3.1','Good food and service')]",Mutton Biryani,Delivery,Hyderabad
https://www.zomato.com/hyderabad/410,"Road 29, Charminar, Hyderabad",Charminar Restaurant 410,No,Yes,3.9/5,21946,+91 9926998822,Charminar,Cafe,Mutton Biryani,Fast Food,500,"[('Rated 3.7','Good food and service')]",Mutton Biryani,Desserts,Hyderabad
https://www.zomato.com/hyderabad/411,"Road 46, Gachibowli, Hyderabad",Gachibowli Restaurant 411,No,Yes,4.7/5,16100,+91 9960200669,Gachibowli,Fine Dining,Mutton Biryani,Chinese,1000,"[('Rated 3.5','Good food and service')]",Burger,Cafes,Hyderabad
https://www.zomato.com/hyderabad/412,"Road 36, Madhapur, Hyderabad",Madhapur Restaurant 412,Yes,Yes,4.2/5,6280,+91 9935885315,Madhapur,Casual Dining,Pizza,"Mughlai, Biryani",1500,"[('Rated 3.9','Good food and service')]",Masala Dosa,Cafes,Hyderabad
https://www.zomato.com/hyderabad/413,"Road 95, Banjara Hills, Hyderabad",Banjara Restaurant 413,No,Yes,3.3/5,4998,+91 9893481343,Banjara Hills,Fine Dining,Masala Dosa,Chinese,300,"[('Rated 3.2','Good food and service')]",Masala Dosa,Buffet,Hyderabad
https://www.zomato.com/hyderabad/414,"Road 45, Kukatpally, Hyderabad",Kukatpally Restaurant 414,No,No,4.3/5,21031,+91 9188851250,Kukatpally,Casual Dining,Paneer Butter Masala,Fast Food,400,"[('Rated 4.1','Good food and service')]",Masala Dosa,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/415,"Road 97, Dilsukhnagar, Hyderabad",Dilsukhnagar Restaurant 415,Yes,No,3.6/5,20108,+91 9922355725,Dilsukhnagar,Casual Dining,Burger,South Indian,600,"[('Rated 5.0','Good food and service')]",Burger,Delivery,Hyderabad
https://www.zomato.com/hyderabad/416,"Road 84, Gachibowli, Hyderabad",Gachibowli Restaurant 416,Yes,No,4.1/5,23618,+91 9016341826,Gachibowli,Casual Dining,Paneer Butter Masala,South Indian,600,"[('Rated 4.2','Good food and service')]",Chicken Biryani,Cafes,Hyderabad
https://www.zomato.com/hyderabad/417,"Road 9, Tolichowki, Hyderabad",Tolichowki Restaurant 417,No,No,3.7/5,5364,+91 9429228925,Tolichowki,Buffet,Burger,"Cafe, Beverages",400,"[('Rated 4.6','Good food and service')]",Burger,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/418,"Road 6, Charminar, Hyderabad",Charminar Restaurant 418,No,Yes,4.6/5,10807,+91 9123322879,Charminar,Cafe,Burger,Chinese,400,"[('Rated 3.2','Good food and service')]",Chicken Biryani,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/419,"Road 14, LB Nagar, Hyderabad",LB Restaurant 419,Yes,Yes,3.5/5,24457,+91 9264135483,LB Nagar,Quick Bites,Burger,"Bakery, Desserts",800,"[('Rated 4.1','Good food and service')]",Mutton Biryani,Delivery,Hyderabad
https://www.zomato.com/hyderabad/420,"Road 12, Kondapur, Hyderabad",Kondapur Restaurant 420,No,Yes,3.6/5,12895,+91 9483709898,Kondapur,Quick Bites,Paneer Butter Masala,"Cafe, Beverages",1000,"[('Rated 4.5','Good food and service')]",Chicken Biryani,Buffet,Hyderabad
https://www.zomato.com/hyderabad/421,"Road 95, LB Nagar, Hyderabad",LB Restaurant 421,Yes,Yes,4.2/5,8251,+91 9749221996,LB Nagar,Quick Bites,Chicken Biryani,"Biryani, North Indian",1200,"[('Rated 4.5','Good food and service')]",Pizza,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/422,"Road 14, Tolichowki, Hyderabad",Tolichowki Restaurant 422,Yes,Yes,3.3/5,18812,+91 9728142199,Tolichowki,Cafe,Chicken Biryani,South Indian,300,"[('Rated 3.4','Good food and service')]",Haleem,Desserts,Hyderabad
https://www.zomato.com/hyderabad/423,"Road 96, Madhapur, Hyderabad",Madhapur Restaurant 423,No,Yes,3.6/5,2290,+91 9173593737,Madhapur,Quick Bites,Pizza,South Indian,1500,"[('Rated 5.0','Good food and service')]",Haleem,Cafes,Hyderabad
https://www.zomato.com/hyderabad/424,"Road 75, Hitech City, Hyderabad",Hitech Restaurant 424,Yes,No,4.8/5,9947,+91 9292977688,Hitech City,Buffet,Pizza,South Indian,600,"[('Rated 3.2','Good food and service')]",Masala Dosa,Delivery,Hyderabad
https://www.zomato.com/hyderabad/425,"Road 1, Jubilee Hills, Hyderabad",Jubilee Restaurant 425,No,No,4.9/5,3208,+91 9963377827,Jubilee Hills,Bakery,Pizza,"Mughlai, Biryani",500,"[('Rated 3.3','Good food and service')]",Mutton Biryani,Buffet,Hyderabad
https://www.zomato.com/hyderabad/426,"Road 82, Kukatpally, Hyderabad",Kukatpally Restaurant 426,Yes,No,4.7/5,6186,+91 9831216620,Kukatpally,Buffet,Haleem,"Biryani, North Indian",500,"[('Rated 4.7','Good food and service')]",Coffee,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/427,"Road 91, Secunderabad, Hyderabad",Secunderabad Restaurant 427,No,Yes,4.2/5,15554,+91 9323042796,Secunderabad,Cafe,Pizza,"Mughlai, Biryani",1000,"[('Rated 3.3','Good food and service')]",Pizza,Desserts,Hyderabad
https://www.zomato.com/hyderabad/428,"Road 52, Charminar, Hyderabad",Charminar Restaurant 428,Yes,No,4.2/5,20786,+91 9827796463,Charminar,Bakery,Paneer Butter Masala,"Bakery, Desserts",600,"[('Rated 4.0','Good food and service')]",Coffee,Cafes,Hyderabad
https://www.zomato.com/hyderabad/429,"Road 53, Ameerpet, Hyderabad",Ameerpet Restaurant 429,No,No,3.9/5,15468,+91 9614064923,Ameerpet,Fine Dining,Coffee,"Mughlai, Biryani",300,"[('Rated 4.2','Good food and service')]",Burger,Desserts,Hyderabad
https://www.zomato.com/hyderabad/430,"Road 41, Secunderabad, Hyderabad",Secunderabad Restaurant 430,No,Yes,4.6/5,93,+91 9306757781,Secunderabad,Cafe,Pizza,"Cafe, Beverages",300,"[('Rated 4.4','Good food and service')]",Chicken Biryani,Cafes,Hyderabad
https://www.zomato.com/hyderabad/431,"Road 81, LB Nagar, Hyderabad",LB Restaurant 431,Yes,No,3.5/5,20487,+91 9903510723,LB Nagar,Casual Dining,Chicken Biryani,"Biryani, North Indian",1500,"[('Rated 3.5','Good food and service')]",Pizza,Delivery,Hyderabad
https://www.zomato.com/hyderabad/432,"Road 14, Tolichowki, Hyderabad",Tolichowki Restaurant 432,No,Yes,3.6/5,24267,+91 9975603665,Tolichowki,Casual Dining,Coffee,Chinese,400,"[('Rated 4.6','Good food and service')]",Masala Dosa,Buffet,Hyderabad
https://www.zomato.com/hyderabad/433,"Road 33, Dilsukhnagar, Hyderabad",Dilsukhnagar Restaurant 433,No,No,4.4/5,13357,+91 9837491369,Dilsukhnagar,Casual Dining,Chicken Biryani,Chinese,500,"[('Rated 3.9','Good food and service')]",Mutton Biryani,Cafes,Hyderabad
https://www.zomato.com/hyderabad/434,"Road 33, Tolichowki, Hyderabad",Tolichowki Restaurant 434,Yes,Yes,3.5/5,10259,+91 9027707149,Tolichowki,Buffet,Coffee,South Indian,800,"[('Rated 4.0','Good food and service')]",Paneer Butter Masala,Buffet,Hyderabad
https://www.zomato.com/hyderabad/435,"Road 19, Banjara Hills, Hyderabad",Banjara Restaurant 435,No,Yes,3.5/5,22098,+91 9832325274,Banjara Hills,Cafe,Paneer Butter Masala,Fast Food,500,"[('Rated 3.1','Good food and service')]",Paneer Butter Masala,Cafes,Hyderabad
